融资方,投资机构,融资金额,所属行业,宣布时间,Url
SDCmaterials,上汽投资,N/A,汽车零部件及配件制造,2015-07-30,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/24693.shtml
友宝,凯雷投资,"53,000.00万元",商业，饮食，服务业专用设备制造,2015-07-30,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23908.shtml
中山点通网络科技,Butler Capital Partners,N/A,固定电信服务,2015-07-30,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/18688.shtml
金瞻网络,乐尧创投,N/A,饮料及冷饮服务,2015-07-29,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28825.shtml
新心动,险峰华兴,N/A,互联网信息服务,2015-07-29,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27355.shtml
雨田润,安徽同华,"2,225.97万元",谷物的种植,2015-07-29,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26679.shtml
智位机器人,湖杉资本/华登国际,N/A,电子工业专用设备制造,2015-07-29,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26432.shtml
保吧,陶石资本,N/A,保险辅助服务,2015-07-29,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26033.shtml
斑马快跑,华登国际,"3,500.00万元",互联网信息服务,2015-07-29,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25916.shtml
金枣金融,新进创投,N/A,互联网信息服务,2015-07-29,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25722.shtml
运维电力,协和资产/海通安元/金睿和投资/金睿和投资/鼎盛汇鑫,957.60万元,其他专业技术服务,2015-07-29,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/24879.shtml
严肃科技,红杉中国/IDG资本,"1,500.00万美元",应用软件服务,2015-07-29,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/24753.shtml
Magic WiFi,腾讯,N/A,应用软件服务,2015-07-29,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23880.shtml
凤城赛为,凤城国资控股,"4,900.00万元",计算机系统服务,2015-07-29,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23849.shtml
梦知网,极客帮,"1,000.00万元",知识产权服务,2015-07-29,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23839.shtml
零距物联网,信中利/东方富海/力合创投,"2,000.00万元",其他专用设备制造,2015-07-29,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23816.shtml
大萝卜招聘,险峰长青,N/A,互联网信息服务,2015-07-28,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28934.shtml
探探,凯鹏华盈/DCM/LB投资/贝塔斯曼,"10,000.00万元",互联网信息服务,2015-07-28,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27737.shtml
天天投,久奕资本,N/A,互联网信息服务,2015-07-28,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26878.shtml
云检科技,泛华诚业,N/A,互联网信息服务,2015-07-28,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26599.shtml
融资方,投资机构,融资金额,所属行业,宣布时间,Url

回家么,N/A,"1,000.00万元",应用软件服务,2015-07-28,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25736.shtml
妈妈计划,N/A,"1,000.00万元",学前教育,2015-07-28,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25634.shtml
阿波罗,中广核亨风股权,568.40万元,泵及真空设备制造,2015-07-28,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25534.shtml
振源电气,固德银赛,500.08万元,变压器，整流器和电感器制造,2015-07-28,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25148.shtml
添米,熊猫资本,"1,000.00万元",互联网信息服务,2015-07-28,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25025.shtml
致善生物,盛宇投资/宁波鼎锋明道/宁波鼎锋明道,"2,240.00万元",生物，生化制品的制造,2015-07-28,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/24312.shtml
奥派股份,外滩明珠创投,52.20万元,应用软件服务,2015-07-28,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/24307.shtml
VOCO,苏河汇,N/A,其他娱乐活动,2015-07-28,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23862.shtml
找塑料网,新天域资本/光信资本/启明创投/IDG资本/真顺基金,"3,600.00万美元",邮购及电子销售,2015-07-28,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23795.shtml
特辰科技,德瑞恒通/天风天盈/天星资本,"1,860.00万元",建筑安装业,2015-07-27,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27391.shtml
麟龙股份,天星资本,"2,000.00万元",基础软件服务,2015-07-27,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27349.shtml
中山环保,N/A,"6,200.00万元",水污染治理,2015-07-27,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26978.shtml
迪尔西时尚,IDG资本,N/A,邮购及电子销售,2015-07-27,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26265.shtml
换手率,险峰华兴创投,N/A,其他未列明的金融活动,2015-07-27,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25924.shtml
麦轮胎,海通开元/清科创投,N/A,邮购及电子销售,2015-07-27,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25340.shtml
麦豆科技,中投中财,"1,000.00万美元",其他未列明的商务服务,2015-07-27,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23797.shtml
服家科技,N/A,"2,000.00万元",互联网信息服务,2015-07-27,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23792.shtml
奢品汇,愉悦资本/星瀚资本,"2,063.00万元",互联网信息服务,2015-07-26,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27635.shtml
麦淘亲子游,有成投资,"4,000.00万元",互联网信息服务,2015-07-25,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23762.shtml
牛家帮,东方富海/英诺天使/北软汇智,"3,000.00万元",互联网信息服务,2015-07-24,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/29120.shtml
融资方,投资机构,融资金额,所属行业,宣布时间,Url

蓝孚集团,天星资本/光荣资产,"1,500.00万元",其他专用设备制造,2015-07-24,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27620.shtml
淘公号,大米创投基金,N/A,互联网信息服务,2015-07-24,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26656.shtml
鲸鹳科技,和才（天津）股权投资,N/A,互联网信息服务,2015-07-24,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26052.shtml
拍我网,N/A,N/A,互联网信息服务,2015-07-24,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25164.shtml
福航环保,广发信德,945.00万元,环境污染防治专用设备制造,2015-07-24,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25149.shtml
爱员工,N/A,N/A,互联网信息服务,2015-07-24,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23787.shtml
育易网络,新进创投,N/A,互联网信息服务,2015-07-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28314.shtml
北京观典航空科技,宝润达/凯兴资本/天星资本,"1,460.00万元",其他机械设备及电子产品批发,2015-07-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27689.shtml
哈乐沃德,N/A,N/A,互联网信息服务,2015-07-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26377.shtml
七色珠光,厚持资本,432.00万元,颜料制造,2015-07-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25971.shtml
魔方招聘,三行资本,N/A,互联网信息服务,2015-07-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25883.shtml
尔格科技,中正达广,108.00万元,变压器，整流器和电感器制造,2015-07-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/24438.shtml
译元成,N/A,N/A,互联网信息服务,2015-07-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23714.shtml
药品终端网,纪源资本/经纬中国,"2,700.00万元",邮购及电子销售,2015-07-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23709.shtml
法和信息,腾讯/德同资本/复励投资,N/A,律师及相关的法律服务,2015-07-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23708.shtml
书中网络,N/A,200.00万元,互联网信息服务,2015-07-22,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28835.shtml
巅峰体育,光大利得,N/A,休闲健身娱乐活动,2015-07-22,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28616.shtml
佳格大数据,经纬中国,N/A,数据处理,2015-07-22,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28611.shtml
东娱传媒,创丰资本,N/A,文化艺术经纪代理,2015-07-22,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28506.shtml
凯英信业,诺岩红投资/九泰基金/天星资本,"3,116.00万元",计算机系统服务,2015-07-22,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27413.shtml
融资方,投资机构,融资金额,所属行业,宣布时间,Url

瑞丽洗涤,天星资本,550.00万元,其他清洁服务,2015-07-22,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27401.shtml
破风骑行,N/A,"1,000.00万元",互联网信息服务,2015-07-22,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26644.shtml
星后,银来集团,"2,000.00万元",互联网信息服务,2015-07-22,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26162.shtml
兆久成,伏羲投资,180.00万元,应用软件服务,2015-07-22,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26060.shtml
中科联众,中海长益/中海长益,270.00万元,应用软件服务,2015-07-22,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25021.shtml
快小递,盛大资本,"1,000.00万元",互联网信息服务,2015-07-22,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/24619.shtml
享学科技,分享投资,"2,400.00万美元",应用软件服务,2015-07-22,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23716.shtml
完美创意,红杉中国/维梧创投,N/A,其他软件服务,2015-07-22,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23673.shtml
创悦网络,德迅投资/红石诚金,N/A,其他软件服务,2015-07-21,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28842.shtml
乐客灵境,和君资本,N/A,其他软件服务,2015-07-21,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27994.shtml
聚臻配,N/A,N/A,邮购及电子销售,2015-07-21,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27830.shtml
成明节能,天星资本,"1,800.00万元",技术推广服务,2015-07-21,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27254.shtml
海田田科技,FDT金融创新工场,N/A,其他未列明的教育,2015-07-21,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25832.shtml
东利机械,天星创联投资,"1,200.00万元",汽车零部件及配件制造,2015-07-21,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25016.shtml
嗨音网络,多牛资本,300.00万元,应用软件服务,2015-07-21,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23677.shtml
87870,N/A,"3,000.00万美元",互联网信息服务,2015-07-21,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23676.shtml
火缘步甲,N/A,N/A,互联网信息服务,2015-07-21,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23668.shtml
野兽科技,创新工场/真格基金,"5,000.00万元",应用软件服务,2015-07-21,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23666.shtml
e家洁,鼎晖投资/腾讯/德同资本/德丰杰,N/A,应用软件服务,2015-07-21,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23643.shtml
小鱼网络,东方创富,N/A,互联网信息服务,2015-07-20,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28512.shtml
融资方,投资机构,融资金额,所属行业,宣布时间,Url

思家餐饮,险峰长青,N/A,互联网信息服务,2015-07-20,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28375.shtml
青岛海融兴达,中信产业基金,N/A,房地产开发经营,2015-07-20,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28257.shtml
凡科,国富金源/国富金源/新沃司浦林投资,800.00万元,应用软件服务,2015-07-20,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27760.shtml
思创银联,熔岩创投/河南中证开元创投/金海胜创投/天星资本,"2,257.00万元",其他软件服务,2015-07-20,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27387.shtml
北斗星通,通联创投/雷石合安,"6,750.00万元",导航，气象及海洋专用仪器制造,2015-07-20,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27076.shtml
海骏科技,存济基金,50.00万元,技术推广服务,2015-07-20,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27036.shtml
龙米农业,探针创投,N/A,互联网信息服务,2015-07-20,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26669.shtml
博辕信息,中赢资本,"2,500.00万元",其他计算机服务,2015-07-20,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26531.shtml
Ocam,云天使基金,300.00万元,照相机及器材制造,2015-07-20,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26327.shtml
百宝香,集结号资本,N/A,互联网信息服务,2015-07-20,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25644.shtml
源源点点,集结号资本,N/A,其他软件服务,2015-07-20,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25598.shtml
圈外网络,跨星创投,N/A,互联网信息服务,2015-07-19,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/29289.shtml
星土数据,张江火炬,N/A,互联网信息服务,2015-07-19,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26876.shtml
汇智光华,淳信投资,"3,399.99万元",图书零售,2015-07-19,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25141.shtml
飞博教育,同创伟业,N/A,互联网信息服务,2015-07-18,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26994.shtml
启奥科技,银河鼎发/钜致投资/磐通投资,"2,500.00万元",基础软件服务,2015-07-17,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27494.shtml
力源信息,同创伟业/深圳市泰岳投资有限公司/中山久丰/中科招商集团,"5,241.73万元",电子元件及组件制造,2015-07-17,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27005.shtml
趣购网络,梅花创投,N/A,邮购及电子销售,2015-07-17,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25882.shtml
光速时光,N/A,N/A,互联网信息服务,2015-07-17,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25284.shtml
约個球,东方弘道,N/A,应用软件服务,2015-07-17,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/24868.shtml
融资方,投资机构,融资金额,所属行业,宣布时间,Url

仙剑文化,璞琢资产,600.00万元,图书出版,2015-07-17,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/24576.shtml
友赏,极客帮创投,N/A,互联网信息服务,2015-07-16,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28335.shtml
易观亚太,国富资本/晨晖创鼎/华创盛景/宁波静德投资,"1,600.00万元",社会经济咨询,2015-07-16,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27584.shtml
金润科技,上海银领/上海银领/华清坤德投资/中建投信托/思考投资/吉石资本/涌津投资/瓜牛投资/景涵财务/天任投资,"7,560.00万元",其他软件服务,2015-07-16,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27358.shtml
五和博澳药业,北极光创投,N/A,化学药品制剂制造,2015-07-16,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/24946.shtml
盈方集团,华人文化投资,N/A,其他体育,2015-07-16,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/24352.shtml
聚财村,华映资本,N/A,金融租赁,2015-07-16,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23581.shtml
爱芽,N/A,N/A,其他日用杂品制造,2015-07-16,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23564.shtml
咸蛋动画,万嘉娱乐工场,N/A,互联网信息服务,2015-07-15,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28444.shtml
在哪餐饮,星瀚资本,"2,000.00万元",其他餐饮服务,2015-07-15,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27700.shtml
